player,goals,assists,rating,minutes,match_id,date,performed,Player,Team,DOB,Zodiac,Element,Ruling Planet,surname,birth_date
justin kluivert,0,0,6.6,72,1208031,2024-08-25,0,,,,Taurus,,,kluivert,05-05-1999
marcus tavernier,1,0,7.6,85,1208031,2024-08-25,1,,,,Aries,,,tavernier,22-03-1999
evanilson,0,0,6.9,72,1208031,2024-08-25,0,,,,Libra,,,evanilson,06-10-1999
alex scott,0,0,6.7,26,1208031,2024-08-25,0,,,,,,,scott,
dango ouattara,0,0,7.0,18,1208031,2024-08-25,1,,,,Aquarius,,,ouattara,11-02-2002
luis sinisterra,0,0,7.0,18,1208031,2024-08-25,1,,,,,,,sinisterra,
daniel jebbison,0,0,6.3,13,1208031,2024-08-25,0,,,,,,,jebbison,
adam smith,0,0,6.3,12,1208031,2024-08-25,0,,,,,,,smith,
mark travers,0,0,0.0,0,1208031,2024-08-25,0,,,,,,,travers,
dean huijsen,0,0,0.0,0,1208031,2024-08-25,0,,,,Aries,,,huijsen,14-04-2005
james hill,0,0,0.0,0,1208031,2024-08-25,0,,,,,,,hill,
jaidon anthony,0,0,0.0,0,1208031,2024-08-25,0,,,,,,,anthony,
nick pope,0,0,7.3,90,1208031,2024-08-25,1,,,,Aries,,,pope,19-04-1992
valentino livramento,0,0,6.5,58,1208031,2024-08-25,0,,,,Scorpio,,,livramento,12-11-2002
emil krafth,0,0,6.6,90,1208031,2024-08-25,0,,,,,,,krafth,
dan burn,0,0,7.3,90,1208031,2024-08-25,1,,,,Taurus,,,burn,09-05-1992
lloyd kelly,0,0,6.3,69,1208031,2024-08-25,0,,,,,,,kelly,
sean longstaff,0,0,6.9,69,1208031,2024-08-25,0,,,,,,,longstaff,
bruno guimarães,0,0,8.0,90,1208031,2024-08-25,1,,,,Scorpio,,,guimarães,16-11-1997
joelinton,0,0,6.0,90,1208031,2024-08-25,0,,,,Leo,,,joelinton,14-08-1996
jacob murphy,0,0,6.3,58,1208031,2024-08-25,0,,,,Pisces,,,murphy,24-02-1995
alexander isak,0,0,6.5,90,1208031,2024-08-25,0,,,,Virgo,,,isak,21-09-1999
anthony gordon,1,0,8.0,89,1208031,2024-08-25,1,,,,Pisces,,,gordon,24-02-2001
kieran trippier,0,0,6.9,32,1208031,2024-08-25,0,,,,Virgo,,,trippier,19-09-1990
harvey barnes,0,1,7.3,32,1208031,2024-08-25,1,,,,Sagittarius,,,barnes,09-12-1997
lewis hall,0,0,7.5,21,1208031,2024-08-25,1,,,,Virgo,,,hall,08-09-2004
joe willock,0,0,6.9,21,1208031,2024-08-25,0,,,,Leo,,,willock,20-08-1999
miguel almirón,0,0,6.7,9,1208031,2024-08-25,0,,,,,,,almirón,
john ruddy,0,0,0.0,0,1208031,2024-08-25,0,,,,,,,ruddy,
matt targett,0,0,0.0,0,1208031,2024-08-25,0,,,,,,,targett,
alex murphy,0,0,0.0,0,1208031,2024-08-25,0,,,,Pisces,,,murphy,24-02-1995
william osula,0,0,0.0,0,1208031,2024-08-25,0,,,,,,,osula,
josé sá,0,0,5.9,90,1208040,2024-08-25,0,,,,,,,sá,
matt doherty,0,0,6.2,90,1208040,2024-08-25,0,,,,,,,doherty,
yerson mosquera,0,0,5.9,90,1208040,2024-08-25,0,,,,,,,mosquera,
toti gomes,0,1,6.2,90,1208040,2024-08-25,1,,,,,,,gomes,
rayan aït nouri,0,1,6.5,68,1208040,2024-08-25,1,,,,,,,nouri,
joão gomes,0,0,6.5,90,1208040,2024-08-25,0,,,,,,,gomes,
mario lemina,0,0,6.7,89,1208040,2024-08-25,0,,,,,,,lemina,
hee-chan hwang,0,0,6.2,59,1208040,2024-08-25,0,,,,,,,hwang,
matheus cunha,1,0,7.2,68,1208040,2024-08-25,1,matheus cunha,Man United,27-05-1999,Gemini,Air,Mercury,cunha,27-05-1999
jean-ricner bellegarde,0,0,6.3,68,1208040,2024-08-25,0,,,,,,,bellegarde,
jørgen strand larsen,1,0,7.2,90,1208040,2024-08-25,1,,,,,,,larsen,
daniel podence,0,0,6.6,31,1208040,2024-08-25,0,,,,,,,podence,
craig dawson,0,0,6.3,22,1208040,2024-08-25,0,,,,,,,dawson,
rodrigo gomes,0,0,6.2,22,1208040,2024-08-25,0,,,,,,,gomes,
pablo sarabia,0,0,7.0,22,1208040,2024-08-25,1,,,,,,,sarabia,
tommy doyle,0,0,6.7,9,1208040,2024-08-25,0,,,,,,,doyle,
daniel bentley,0,0,0.0,0,1208040,2024-08-25,0,,,,,,,bentley,
santiago bueno,0,0,0.0,0,1208040,2024-08-25,0,,,,,,,bueno,
boubacar traoré,0,0,0.0,0,1208040,2024-08-25,0,,,,,,,traoré,
gonçalo guedes,0,0,0.0,0,1208040,2024-08-25,0,,,,,,,guedes,
robert sánchez,0,0,6.7,90,1208040,2024-08-25,0,robert sánchez,Chelsea,18-11-1997,Scorpio,Water,Mars,sánchez,18-11-1997
malo gusto,0,0,7.0,90,1208040,2024-08-25,1,,,,Taurus,,,gusto,19-05-2003
wesley fofana,0,0,6.3,90,1208040,2024-08-25,0,wesley fofana,Chelsea,17-12-2000,Sagittarius,Fire,Jupiter,fofana,17-12-2000
levi colwill,0,0,6.9,90,1208040,2024-08-25,0,,,,,,,colwill,
marc cucurella,0,0,7.0,82,1208040,2024-08-25,1,,,,Cancer,,,cucurella,22-07-1998
moisés caicedo,0,0,6.9,76,1208040,2024-08-25,0,,,,Scorpio,,,caicedo,02-11-2001
enzo fernández,0,0,6.9,90,1208040,2024-08-25,0,enzo fernández,Chelsea,17-01-2001,Capricorn,Earth,Saturn,fernández,17-01-2001
noni madueke,3,0,9.6,90,1208040,2024-08-25,1,noni madueke,Arsenal,10-03-2002,Pisces,Water,Jupiter,madueke,10-03-2002
cole palmer,1,3,9.0,82,1208040,2024-08-25,1,,,,Taurus,,,palmer,06-05-2002
mykhaylo mudryk,0,0,6.3,45,1208040,2024-08-25,0,,,,,,,mudryk,
nicolas jackson,1,1,7.9,68,1208040,2024-08-25,1,,,,Gemini,,,jackson,20-06-2001
pedro neto,0,1,7.2,45,1208040,2024-08-25,1,,,,Pisces,,,neto,09-03-2000
joão félix,1,0,7.5,22,1208040,2024-08-25,1,,,,,,,félix,
kiernan dewsbury-hall,0,0,6.2,14,1208040,2024-08-25,0,,,,,,,dewsbury-hall,
renato veiga,0,0,6.6,8,1208040,2024-08-25,0,,,,,,,veiga,
christopher nkunku,0,0,6.9,8,1208040,2024-08-25,0,,,,,,,nkunku,
filip jørgensen,0,0,0.0,0,1208040,2024-08-25,0,,,,,,,jørgensen,
tosin adarabioyo,0,0,0.0,0,1208040,2024-08-25,0,,,,,,,adarabioyo,
benoît badiashile,0,0,0.0,0,1208040,2024-08-25,0,,,,Aries,,,badiashile,26-03-2001
marc guiu,0,0,0.0,0,1208040,2024-08-25,0,,,,,,,guiu,
alisson,0,0,7.3,90,1208036,2024-08-25,1,,,,,,,alisson,
trent alexander-arnold,0,0,7.9,72,1208036,2024-08-25,1,,,,Libra,,,alexander-arnold,07-10-1998
ibrahima konaté,0,0,7.9,90,1208036,2024-08-25,1,ibrahima konaté,Liverpool,25-05-1999,Gemini,Air,Mercury,konaté,25-05-1999
virgil van dijk,0,0,7.2,90,1208036,2024-08-25,1,virgil van dijk,Liverpool,08-07-1991,Cancer,Water,Moon,dijk,08-07-1991
andrew robertson,0,0,7.7,90,1208036,2024-08-25,1,,,,,,,robertson,
ryan gravenberch,0,0,7.3,89,1208036,2024-08-25,1,ryan gravenberch,Liverpool,16-05-2002,Taurus,Earth,Venus,gravenberch,16-05-2002
alexis mac allister,0,0,7.2,90,1208036,2024-08-25,1,alexis mac allister,Liverpool,24-12-1998,Capricorn,Earth,Saturn,allister,24-12-1998
mohamed salah,1,0,7.9,83,1208036,2024-08-25,1,mohamed salah,Liverpool,15-06-1992,Gemini,Air,Mercury,salah,15-06-1992
dominik szoboszlai,0,0,7.2,90,1208036,2024-08-25,1,dominik szoboszlai,Liverpool,25-10-2000,Scorpio,Water,Mars,szoboszlai,25-10-2000
luis díaz,1,1,8.9,72,1208036,2024-08-25,1,,,,Capricorn,,,díaz,13-01-1997
diogo jota,0,1,7.3,72,1208036,2024-08-25,1,,,,Sagittarius,,,jota,04-12-1996
conor bradley,0,0,6.6,18,1208036,2024-08-25,0,,,,,,,bradley,
darwin núñez,0,0,6.7,18,1208036,2024-08-25,0,,,,Cancer,,,núñez,24-06-1999
cody gakpo,0,0,6.6,18,1208036,2024-08-25,0,cody gakpo,Liverpool,07-05-1999,Taurus,Earth,Venus,gakpo,07-05-1999
harvey elliott,0,0,6.7,13,1208036,2024-08-25,0,,,,,,,elliott,
wataru endo,0,0,0.0,1,1208036,2024-08-25,0,,,,Aquarius,,,endo,09-02-1993
caoimhin kelleher,0,0,0.0,0,1208036,2024-08-25,0,,,,,,,kelleher,
joe gomez,0,0,0.0,0,1208036,2024-08-25,0,,,,,,,gomez,
konstantinos tsimikas,0,0,0.0,0,1208036,2024-08-25,0,,,,,,,tsimikas,
jarell quansah,0,0,0.0,0,1208036,2024-08-25,0,,,,,,,quansah,
mark flekken,0,0,8.2,90,1208036,2024-08-25,1,,,,Gemini,,,flekken,13-06-1993
mads roerslev,0,0,6.0,90,1208036,2024-08-25,0,,,,,,,roerslev,
nathan collins,0,0,7.6,90,1208036,2024-08-25,1,,,,Taurus,,,collins,30-04-2001
ethan pinnock,0,0,6.6,90,1208036,2024-08-25,0,,,,Gemini,,,pinnock,29-05-1993
kristoffer ajer,0,0,6.2,90,1208036,2024-08-25,0,,,,,,,ajer,
mathias jensen,0,0,6.7,66,1208036,2024-08-25,0,,,,,,,jensen,
christian nørgaard,0,0,6.5,90,1208036,2024-08-25,0,,,,Pisces,,,nørgaard,10-03-1994
vitaly janelt,0,0,6.7,73,1208036,2024-08-25,0,,,,Taurus,,,janelt,10-05-1998
keane lewis-potter,0,0,6.9,66,1208036,2024-08-25,0,,,,Pisces,,,lewis-potter,22-02-2001
bryan mbeumo,0,0,6.6,90,1208036,2024-08-25,0,bryan mbeumo,Man United,07-08-1999,Leo,Fire,Sun,mbeumo,07-08-1999
yoane wissa,0,0,6.3,73,1208036,2024-08-25,0,,,,Virgo,,,wissa,03-09-1996
fabio carvalho,0,0,6.5,24,1208036,2024-08-25,0,,,,,,,carvalho,
mikkel damsgaard,0,0,6.3,24,1208036,2024-08-25,0,,,,Cancer,,,damsgaard,03-07-2000
frank onyeka,0,0,6.5,17,1208036,2024-08-25,0,,,,,,,onyeka,
kevin schade,0,0,6.3,17,1208036,2024-08-25,0,,,,Sagittarius,,,schade,27-11-2001
hákon rafn valdimarsson,0,0,0.0,0,1208036,2024-08-25,0,,,,,,,valdimarsson,
sepp van den berg,0,0,0.0,0,1208036,2024-08-25,0,,,,Sagittarius,,,berg,20-12-2001
ben mee,0,0,0.0,0,1208036,2024-08-25,0,,,,,,,mee,
yehor yarmoliuk,0,0,0.0,0,1208036,2024-08-25,0,,,,,,,yarmoliuk,
ryan trevitt,0,0,0.0,0,1208036,2024-08-25,0,,,,,,,trevitt,
aaron ramsdale,0,0,7.3,90,1208058,2024-09-14,1,,,,,,,ramsdale,
yukinari sugawara,0,0,7.2,90,1208058,2024-09-14,1,,,,,,,sugawara,
jack stephens,0,0,6.5,79,1208058,2024-09-14,0,,,,,,,stephens,
jan bednarek,0,0,6.9,90,1208058,2024-09-14,0,,,,,,,bednarek,
kyle walker-peters,0,0,6.3,90,1208058,2024-09-14,0,,,,,,,walker-peters,
flynn downes,0,0,6.3,90,1208058,2024-09-14,0,,,,,,,downes,
lesley ugochukwu,0,0,6.2,64,1208058,2024-09-14,0,,,,,,,ugochukwu,
tyler dibling,0,0,7.3,63,1208058,2024-09-14,1,,,,,,,dibling,
mateus fernandes,0,0,6.5,81,1208058,2024-09-14,0,,,,Virgo,,,fernandes,08-09-1994
ben brereton díaz,0,0,6.5,64,1208058,2024-09-14,0,,,,Capricorn,,,díaz,13-01-1997
cameron archer,0,0,5.7,62,1208058,2024-09-14,0,,,,,,,archer,
ross stewart,0,0,6.5,28,1208058,2024-09-14,0,,,,,,,stewart,
adam lallana,0,0,6.5,27,1208058,2024-09-14,0,,,,,,,lallana,
ryan fraser,0,0,6.3,26,1208058,2024-09-14,0,,,,,,,fraser,
maxwel cornet,0,0,6.7,26,1208058,2024-09-14,0,,,,,,,cornet,
taylor harwood-bellis,0,0,6.3,9,1208058,2024-09-14,0,,,,,,,harwood-bellis,
alex mccarthy,0,0,0.0,0,1208058,2024-09-14,0,,,,,,,mccarthy,
charlie taylor,0,0,0.0,0,1208058,2024-09-14,0,,,,,,,taylor,
joe aribo,0,0,0.0,0,1208058,2024-09-14,0,,,,,,,aribo,
adam armstrong,0,0,0.0,0,1208058,2024-09-14,0,,,,,,,armstrong,
andré onana,0,0,7.9,90,1208058,2024-09-14,1,,,,Leo,,,onana,20-08-2001
noussair mazraoui,0,0,7.5,74,1208058,2024-09-14,1,,,,Scorpio,,,mazraoui,14-11-1997
matthijs de ligt,1,0,8.7,87,1208058,2024-09-14,1,,,,Leo,,,ligt,12-08-1999
lisandro martínez,0,0,7.2,77,1208058,2024-09-14,1,lisandro martínez,Man United,18-01-1998,Capricorn,Earth,Saturn,martínez,18-01-1998
diogo dalot,0,1,7.7,90,1208058,2024-09-14,1,diogo dalot,Man United,18-03-1999,Pisces,Water,Jupiter,dalot,18-03-1999
christian eriksen,0,0,7.5,73,1208058,2024-09-14,1,,,,,,,eriksen,
kobbie mainoo,0,0,7.3,90,1208058,2024-09-14,1,kobbie mainoo,Man United,19-04-2005,Aries,Fire,Mars,mainoo,19-04-2005
amad diallo,0,1,8.2,90,1208058,2024-09-14,1,amad diallo,Man United,11-07-2002,Cancer,Water,Moon,diallo,11-07-2002
bruno fernandes,0,1,7.3,90,1208058,2024-09-14,1,bruno fernandes,Man United,08-09-1994,Virgo,Earth,Mercury,fernandes,08-09-1994
marcus rashford,1,0,7.3,73,1208058,2024-09-14,1,,,,,,,rashford,
joshua zirkzee,0,0,6.7,90,1208058,2024-09-14,0,,,,Gemini,,,zirkzee,22-05-2001
manuel ugarte,0,0,6.6,17,1208058,2024-09-14,0,,,,Aries,,,ugarte,11-04-2001
alejandro garnacho,1,0,7.2,17,1208058,2024-09-14,1,,,,Cancer,,,garnacho,01-07-2004
harry maguire,0,0,6.3,16,1208058,2024-09-14,0,harry maguire,Man United,05-03-1999,Pisces,Water,Jupiter,maguire,05-03-1999
jonny evans,0,0,6.6,13,1208058,2024-09-14,0,,,,,,,evans,
casemiro,0,0,7.0,11,1208058,2024-09-14,1,casemiro,Man United,23-02-1992,Pisces,Water,Jupiter,casemiro,23-02-1992
altay bayındır,0,0,0.0,0,1208058,2024-09-14,0,,,,,,,bayındır,
antony,0,0,0.0,0,1208058,2024-09-14,0,,,,,,,antony,
toby collyer,0,0,0.0,0,1208058,2024-09-14,0,,,,,,,collyer,
ethan wheatley,0,0,0.0,0,1208058,2024-09-14,0,,,,,,,wheatley,
bernd leno,0,0,6.3,90,1208055,2024-09-14,0,,,,,,,leno,
kenny tete,0,0,7.2,90,1208055,2024-09-14,1,,,,,,,tete,
joachim andersen,0,0,7.3,90,1208055,2024-09-14,1,,,,,,,andersen,
calvin bassey,0,0,7.3,90,1208055,2024-09-14,1,,,,,,,bassey,
antonee robinson,0,0,7.3,90,1208055,2024-09-14,1,,,,,,,robinson,
andreas pereira,0,0,7.0,86,1208055,2024-09-14,1,,,,,,,pereira,
saša lukić,0,0,6.6,66,1208055,2024-09-14,0,,,,,,,lukić,
adama traoré,0,0,7.3,90,1208055,2024-09-14,1,,,,,,,traoré,
emile smith rowe,0,1,7.5,73,1208055,2024-09-14,1,,,,,,,rowe,
alex iwobi,0,0,7.2,66,1208055,2024-09-14,1,,,,,,,iwobi,
raúl jiménez,1,0,7.5,73,1208055,2024-09-14,1,,,,,,,jiménez,
sander berge,0,0,6.9,24,1208055,2024-09-14,0,,,,,,,berge,
reiss nelson,0,0,7.0,24,1208055,2024-09-14,1,,,,,,,nelson,
tom cairney,0,0,6.9,17,1208055,2024-09-14,0,,,,,,,cairney,
rodrigo muniz,0,0,6.7,17,1208055,2024-09-14,0,,,,,,,muniz,
harrison reed,0,0,6.6,11,1208055,2024-09-14,0,,,,,,,reed,
steven benda,0,0,0.0,0,1208055,2024-09-14,0,,,,,,,benda,
timothy castagne,0,0,0.0,0,1208055,2024-09-14,0,,,,,,,castagne,
issa diop,0,0,0.0,0,1208055,2024-09-14,0,,,,,,,diop,
harry wilson,0,0,0.0,0,1208055,2024-09-14,0,,,,,,,wilson,
alphonse aréola,0,0,6.9,90,1208055,2024-09-14,0,,,,,,,aréola,
aaron wan-bissaka,0,0,7.0,90,1208055,2024-09-14,1,,,,,,,wan-bissaka,
konstantinos mavropanos,0,0,7.5,90,1208055,2024-09-14,1,,,,,,,mavropanos,
max kilman,0,0,6.9,90,1208055,2024-09-14,0,,,,,,,kilman,
emerson palmieri,0,0,6.6,57,1208055,2024-09-14,0,,,,,,,palmieri,
edson álvarez,0,0,6.9,82,1208055,2024-09-14,0,,,,,,,álvarez,
guido rodríguez,0,0,6.3,70,1208055,2024-09-14,0,,,,,,,rodríguez,
jarrod bowen,0,1,7.2,90,1208055,2024-09-14,1,,,,,,,bowen,
tomáš souček,0,0,6.7,45,1208055,2024-09-14,0,,,,,,,souček,
mohammed kudus,0,0,7.3,90,1208055,2024-09-14,1,,,,,,,kudus,
michail antonio,0,0,6.2,45,1208055,2024-09-14,0,,,,,,,antonio,
crysencio summerville,0,0,6.7,45,1208055,2024-09-14,0,,,,,,,summerville,
lucas paquetá,0,0,6.5,45,1208055,2024-09-14,0,,,,,,,paquetá,
vladimír coufal,0,0,6.3,33,1208055,2024-09-14,0,,,,,,,coufal,
carlos soler,0,0,6.2,20,1208055,2024-09-14,0,,,,,,,soler,
danny ings,1,0,7.5,8,1208055,2024-09-14,1,,,,,,,ings,
łukasz fabiański,0,0,0.0,0,1208055,2024-09-14,0,,,,,,,fabiański,
aaron cresswell,0,0,0.0,0,1208055,2024-09-14,0,,,,,,,cresswell,
jean-clair todibo,0,0,0.0,0,1208055,2024-09-14,0,,,,,,,todibo,
andy irving,0,0,0.0,0,1208055,2024-09-14,0,,,,,,,irving,
alisson,0,0,6.6,90,1208056,2024-09-14,0,,,,,,,alisson,
trent alexander-arnold,0,0,6.7,90,1208056,2024-09-14,0,,,,Libra,,,alexander-arnold,07-10-1998
ibrahima konaté,0,0,6.9,75,1208056,2024-09-14,0,ibrahima konaté,Liverpool,25-05-1999,Gemini,Air,Mercury,konaté,25-05-1999
virgil van dijk,0,0,7.7,90,1208056,2024-09-14,1,virgil van dijk,Liverpool,08-07-1991,Cancer,Water,Moon,dijk,08-07-1991
andrew robertson,0,0,6.7,75,1208056,2024-09-14,0,,,,,,,robertson,
ryan gravenberch,0,0,7.5,90,1208056,2024-09-14,1,ryan gravenberch,Liverpool,16-05-2002,Taurus,Earth,Venus,gravenberch,16-05-2002
alexis mac allister,0,0,7.3,60,1208056,2024-09-14,1,alexis mac allister,Liverpool,24-12-1998,Capricorn,Earth,Saturn,allister,24-12-1998
mohamed salah,0,0,6.9,90,1208056,2024-09-14,0,mohamed salah,Liverpool,15-06-1992,Gemini,Air,Mercury,salah,15-06-1992
dominik szoboszlai,0,0,7.3,90,1208056,2024-09-14,1,dominik szoboszlai,Liverpool,25-10-2000,Scorpio,Water,Mars,szoboszlai,25-10-2000
luis díaz,0,0,6.9,61,1208056,2024-09-14,0,,,,Capricorn,,,díaz,13-01-1997
diogo jota,0,0,6.5,60,1208056,2024-09-14,0,,,,Sagittarius,,,jota,04-12-1996
conor bradley,0,0,6.3,30,1208056,2024-09-14,0,,,,,,,bradley,
darwin núñez,0,0,6.7,30,1208056,2024-09-14,0,,,,Cancer,,,núñez,24-06-1999
cody gakpo,0,0,6.7,29,1208056,2024-09-14,0,cody gakpo,Liverpool,07-05-1999,Taurus,Earth,Venus,gakpo,07-05-1999
konstantinos tsimikas,0,0,6.6,15,1208056,2024-09-14,0,,,,,,,tsimikas,
curtis jones,0,0,6.5,15,1208056,2024-09-14,0,,,,,,,jones,
caoimhin kelleher,0,0,0.0,0,1208056,2024-09-14,0,,,,,,,kelleher,
joe gomez,0,0,0.0,0,1208056,2024-09-14,0,,,,,,,gomez,
jarell quansah,0,0,0.0,0,1208056,2024-09-14,0,,,,,,,quansah,
wataru endo,0,0,0.0,0,1208056,2024-09-14,0,,,,Aquarius,,,endo,09-02-1993
matz sels,0,0,7.9,90,1208056,2024-09-14,1,,,,Pisces,,,sels,26-02-1992
ola aina,0,0,7.3,90,1208056,2024-09-14,1,,,,Libra,,,aina,08-10-1996
nikola milenković,0,0,7.2,90,1208056,2024-09-14,1,,,,,,,milenković,
murillo,0,0,7.0,90,1208056,2024-09-14,1,,,,Cancer,,,murillo,04-07-2002
álex moreno,0,0,7.3,80,1208056,2024-09-14,1,,,,,,,moreno,
ryan yates,0,0,6.2,90,1208056,2024-09-14,0,,,,Scorpio,,,yates,21-11-1997
james ward-prowse,0,0,6.9,90,1208056,2024-09-14,0,,,,,,,ward-prowse,
nicolás domínguez,0,0,6.9,54,1208056,2024-09-14,0,,,,Cancer,,,domínguez,28-06-1998
morgan gibbs-white,0,0,6.9,81,1208056,2024-09-14,0,,,,Aquarius,,,gibbs-white,27-01-2000
elliot anderson,0,0,6.9,61,1208056,2024-09-14,0,,,,Scorpio,,,anderson,06-11-2002
chris wood,0,0,6.3,81,1208056,2024-09-14,0,,,,Sagittarius,,,wood,07-12-1991
callum hudson-odoi,1,0,7.3,36,1208056,2024-09-14,1,,,,Scorpio,,,hudson-odoi,07-11-2000
anthony elanga,0,1,6.9,29,1208056,2024-09-14,1,,,,Taurus,,,elanga,27-04-2002
neco williams,0,0,6.9,10,1208056,2024-09-14,0,,,,Aries,,,williams,13-04-2001
morato,0,0,6.7,9,1208056,2024-09-14,0,,,,,,,morato,
jota silva,0,0,7.2,9,1208056,2024-09-14,1,,,,Leo,,,silva,10-08-1994
carlos miguel,0,0,0.0,0,1208056,2024-09-14,0,,,,,,,miguel,
andrew omobamidele,0,0,0.0,0,1208056,2024-09-14,0,,,,,,,omobamidele,
harry toffolo,0,0,0.0,0,1208056,2024-09-14,0,,,,,,,toffolo,
taiwo awoniyi,0,0,0.0,0,1208056,2024-09-14,0,,,,,,,awoniyi,
ederson,0,1,7.7,90,1208057,2024-09-14,1,,,,,,,ederson,
kyle walker,0,0,7.0,90,1208057,2024-09-14,1,,,,,,,walker,
john stones,0,0,6.2,84,1208057,2024-09-14,0,,,,,,,stones,
manuel akanji,0,0,7.0,90,1208057,2024-09-14,1,,,,,,,akanji,
rico lewis,0,0,7.3,45,1208057,2024-09-14,1,rico lewis,Man City,21-11-2004,Scorpio,Water,Mars,lewis,21-11-2004
mateo kovačić,0,0,6.7,45,1208057,2024-09-14,0,,,,,,,kovačić,
i̇lkay gündoğan,0,0,7.2,90,1208057,2024-09-14,1,,,,,,,gündoğan,
savinho,0,0,7.2,89,1208057,2024-09-14,1,,,,,,,savinho,
kevin de bruyne,0,0,7.5,90,1208057,2024-09-14,1,,,,,,,bruyne,
jack grealish,0,0,7.3,84,1208057,2024-09-14,1,,,,,,,grealish,
erling haaland,2,0,8.5,90,1208057,2024-09-14,1,,,,Cancer,,,haaland,21-07-2000
joško gvardiol,0,0,7.0,45,1208057,2024-09-14,1,,,,,,,gvardiol,
rodri,0,0,7.2,45,1208057,2024-09-14,1,rodri,Man City,22-06-1996,Cancer,Water,Moon,rodri,22-06-1996
rúben dias,0,0,6.7,10,1208057,2024-09-14,0,,,,,,,dias,
bernardo silva,0,0,6.3,10,1208057,2024-09-14,0,bernardo silva,Man City,10-08-1994,Leo,Fire,Sun,silva,10-08-1994
matheus nunes,0,0,0.0,1,1208057,2024-09-14,0,,,,Virgo,,,nunes,27-08-1998
stefan ortega,0,0,0.0,0,1208057,2024-09-14,0,,,,,,,ortega,
phil foden,0,0,0.0,0,1208057,2024-09-14,0,,,,Gemini,,,foden,28-05-2000
james mcatee,0,0,0.0,0,1208057,2024-09-14,0,,,,,,,mcatee,
jérémy doku,0,0,0.0,0,1208057,2024-09-14,0,,,,,,,doku,
mark flekken,0,0,7.9,90,1208057,2024-09-14,1,,,,Gemini,,,flekken,13-06-1993
kristoffer ajer,0,0,6.7,72,1208057,2024-09-14,0,,,,,,,ajer,
sepp van den berg,0,0,6.9,90,1208057,2024-09-14,0,,,,Sagittarius,,,berg,20-12-2001
ethan pinnock,0,0,7.2,90,1208057,2024-09-14,1,,,,Gemini,,,pinnock,29-05-1993
nathan collins,0,0,6.9,90,1208057,2024-09-14,0,,,,Taurus,,,collins,30-04-2001
keane lewis-potter,0,0,6.2,90,1208057,2024-09-14,0,,,,Pisces,,,lewis-potter,22-02-2001
mikkel damsgaard,0,0,6.9,84,1208057,2024-09-14,0,,,,Cancer,,,damsgaard,03-07-2000
christian nørgaard,0,0,7.3,90,1208057,2024-09-14,1,,,,Pisces,,,nørgaard,10-03-1994
vitaly janelt,0,0,6.7,72,1208057,2024-09-14,0,,,,Taurus,,,janelt,10-05-1998
yoane wissa,1,0,7.3,45,1208057,2024-09-14,1,,,,Virgo,,,wissa,03-09-1996
bryan mbeumo,0,0,7.0,90,1208057,2024-09-14,1,bryan mbeumo,Man United,07-08-1999,Leo,Fire,Sun,mbeumo,07-08-1999
kevin schade,0,0,6.9,45,1208057,2024-09-14,0,,,,Sagittarius,,,schade,27-11-2001
mads roerslev,0,0,6.6,18,1208057,2024-09-14,0,,,,,,,roerslev,
fabio carvalho,0,0,6.7,18,1208057,2024-09-14,0,,,,,,,carvalho,
yehor yarmoliuk,0,0,6.3,10,1208057,2024-09-14,0,,,,,,,yarmoliuk,
hákon rafn valdimarsson,0,0,0.0,0,1208057,2024-09-14,0,,,,,,,valdimarsson,
ben mee,0,0,0.0,0,1208057,2024-09-14,0,,,,,,,mee,
jayden meghoma,0,0,0.0,0,1208057,2024-09-14,0,,,,,,,meghoma,
yunus konak,0,0,0.0,0,1208057,2024-09-14,0,,,,,,,konak,
ryan trevitt,0,0,0.0,0,1208057,2024-09-14,0,,,,,,,trevitt,
bart verbruggen,0,0,7.0,90,1208053,2024-09-14,1,,,,Leo,,,verbruggen,18-08-2002
joël veltman,0,0,7.3,90,1208053,2024-09-14,1,,,,,,,veltman,
jan paul van hecke,0,0,7.5,90,1208053,2024-09-14,1,,,,Gemini,,,hecke,08-06-2000
lewis dunk,0,0,7.5,90,1208053,2024-09-14,1,,,,,,,dunk,
jack hinshelwood,0,0,7.2,67,1208053,2024-09-14,1,,,,Aries,,,hinshelwood,11-04-2005
yankuba minteh,0,0,6.2,68,1208053,2024-09-14,0,,,,Cancer,,,minteh,22-07-2004
carlos baleba,0,0,7.6,90,1208053,2024-09-14,1,,,,Capricorn,,,baleba,03-01-2004
yasin ayari,0,0,7.5,90,1208053,2024-09-14,1,,,,Libra,,,ayari,06-10-2003
kaoru mitoma,0,0,6.3,90,1208053,2024-09-14,0,,,,Taurus,,,mitoma,20-05-1997
georginio rutter,0,0,7.0,67,1208053,2024-09-14,1,,,,Taurus,,,rutter,20-04-2002
danny welbeck,0,0,6.9,85,1208053,2024-09-14,0,,,,Sagittarius,,,welbeck,26-11-1990
ferdi kadıoğlu,0,0,6.9,23,1208053,2024-09-14,0,,,,,,,kadıoğlu,
julio enciso,0,0,6.9,23,1208053,2024-09-14,0,,,,,,,enciso,
simon adingra,0,0,6.5,22,1208053,2024-09-14,0,,,,Capricorn,,,adingra,01-01-2002
evan ferguson,0,0,6.3,9,1208053,2024-09-14,0,,,,,,,ferguson,
jason steele,0,0,0.0,0,1208053,2024-09-14,0,,,,,,,steele,
