player,goals,assists,rating,minutes,match_id,date,performed,surname,birth_date,Zodiac
wataru endo,0,0,0.0,3,1035073,2023-09-03,0,endo,09-02-1993,Aquarius
caoimhin kelleher,0,0,0.0,0,1035073,2023-09-03,0,kelleher,,
konstantinos tsimikas,0,0,0.0,0,1035073,2023-09-03,0,tsimikas,,
stefan bajčetić,0,0,0.0,0,1035073,2023-09-03,0,bajčetić,,
ben doak,0,0,0.0,0,1035073,2023-09-03,0,doak,,
emiliano martínez,0,0,6.7,90,1035073,2023-09-03,0,martínez,02-09-1992,Virgo
ezri konsa,0,0,6.9,90,1035073,2023-09-03,0,konsa,23-10-1997,Scorpio
diego carlos,0,0,6.5,19,1035073,2023-09-03,0,carlos,,
pau torres,0,0,6.3,90,1035073,2023-09-03,0,torres,16-01-1997,Capricorn
lucas digne,0,0,7.0,90,1035073,2023-09-03,1,digne,20-07-1993,Cancer
matty cash,0,0,6.3,90,1035073,2023-09-03,0,cash,07-08-1997,Leo
boubacar kamara,0,0,6.7,90,1035073,2023-09-03,0,kamara,23-11-1999,Sagittarius
douglas luiz,0,0,7.3,72,1035073,2023-09-03,1,luiz,,
john mcginn,0,0,6.9,90,1035073,2023-09-03,0,mcginn,18-10-1994,Libra
moussa diaby,0,0,6.7,90,1035073,2023-09-03,0,diaby,,
ollie watkins,0,0,6.7,73,1035073,2023-09-03,0,watkins,30-12-1995,Capricorn
leon bailey,0,0,6.7,46,1035073,2023-09-03,0,bailey,09-08-1997,Leo
nicolò zaniolo,0,0,6.9,25,1035073,2023-09-03,0,zaniolo,,
youri tielemans,0,0,6.7,18,1035073,2023-09-03,0,tielemans,07-05-1997,Taurus
jhon durán,0,0,6.6,17,1035073,2023-09-03,0,durán,,
robin olsen,0,0,0.0,0,1035073,2023-09-03,0,olsen,,
clément lenglet,0,0,0.0,0,1035073,2023-09-03,0,lenglet,,
calum chambers,0,0,0.0,0,1035073,2023-09-03,0,chambers,,
leander dendoncker,0,0,0.0,0,1035073,2023-09-03,0,dendoncker,,
omari kellyman,0,0,0.0,0,1035073,2023-09-03,0,kellyman,,
stefan ortega,0,0,6.7,90,1035122,2023-10-21,0,ortega,,
kyle walker,0,0,6.3,90,1035122,2023-10-21,0,walker,,
manuel akanji,0,0,6.9,90,1035122,2023-10-21,0,akanji,,
joško gvardiol,0,0,7.5,90,1035122,2023-10-21,1,gvardiol,,
john stones,0,0,6.9,75,1035122,2023-10-21,0,stones,,
rodri,0,0,7.3,90,1035122,2023-10-21,1,rodri,22-06-1996,Cancer
phil foden,0,0,7.2,90,1035122,2023-10-21,1,foden,28-05-2000,Gemini
julián álvarez,1,0,7.5,89,1035122,2023-10-21,1,álvarez,,
bernardo silva,0,0,7.0,90,1035122,2023-10-21,1,silva,10-08-1994,Leo
jérémy doku,0,1,8.2,75,1035122,2023-10-21,1,doku,,
erling haaland,1,0,7.3,90,1035122,2023-10-21,1,haaland,21-07-2000,Cancer
rúben dias,0,0,6.7,15,1035122,2023-10-21,0,dias,,
jack grealish,0,0,7.3,15,1035122,2023-10-21,1,grealish,,
nathan aké,0,0,0.0,1,1035122,2023-10-21,0,aké,,
ederson,0,0,0.0,0,1035122,2023-10-21,0,ederson,,
rico lewis,0,0,0.0,0,1035122,2023-10-21,0,lewis,21-11-2004,Scorpio
sergio gómez,0,0,0.0,0,1035122,2023-10-21,0,gómez,,
matheus nunes,0,0,0.0,0,1035122,2023-10-21,0,nunes,27-08-1998,Virgo
kalvin phillips,0,0,0.0,0,1035122,2023-10-21,0,phillips,,
mateo kovačić,0,0,0.0,0,1035122,2023-10-21,0,kovačić,,
jason steele,0,0,6.6,90,1035122,2023-10-21,0,steele,,
james milner,0,0,6.2,45,1035122,2023-10-21,0,milner,,
lewis dunk,0,0,7.3,90,1035122,2023-10-21,1,dunk,,
igor júlio,0,0,6.3,90,1035122,2023-10-21,0,júlio,,
solly march,0,0,6.7,89,1035122,2023-10-21,0,march,,
carlos baleba,0,0,6.2,66,1035122,2023-10-21,0,baleba,03-01-2004,Capricorn
pascal groß,0,0,6.9,90,1035122,2023-10-21,0,groß,,
simon adingra,0,0,6.3,90,1035122,2023-10-21,0,adingra,01-01-2002,Capricorn
danny welbeck,0,0,6.5,16,1035122,2023-10-21,0,welbeck,26-11-1990,Sagittarius
kaoru mitoma,0,0,6.9,90,1035122,2023-10-21,0,mitoma,20-05-1997,Taurus
joão pedro,0,0,6.5,66,1035122,2023-10-21,0,pedro,26-09-2001,Libra
evan ferguson,0,0,6.2,74,1035122,2023-10-21,0,ferguson,,
joël veltman,0,0,6.7,45,1035122,2023-10-21,0,veltman,,
ansu fati,1,0,7.6,24,1035122,2023-10-21,1,fati,,
billy gilmour,0,0,6.6,24,1035122,2023-10-21,0,gilmour,,
jan paul van hecke,0,0,0.0,1,1035122,2023-10-21,0,hecke,08-06-2000,Gemini
bart verbruggen,0,0,0.0,0,1035122,2023-10-21,0,verbruggen,18-08-2002,Leo
adam webster,0,0,0.0,0,1035122,2023-10-21,0,webster,,
mahmoud dahoud,0,0,0.0,0,1035122,2023-10-21,0,dahoud,,
adam lallana,0,0,0.0,0,1035122,2023-10-21,0,lallana,,
mark flekken,0,0,7.0,90,1035119,2023-10-21,1,flekken,13-06-1993,Gemini
kristoffer ajer,0,0,7.2,76,1035119,2023-10-21,1,ajer,,
nathan collins,0,0,7.2,90,1035119,2023-10-21,1,collins,30-04-2001,Taurus
ethan pinnock,0,0,7.2,90,1035119,2023-10-21,1,pinnock,29-05-1993,Gemini
vitaly janelt,0,0,6.9,90,1035119,2023-10-21,0,janelt,10-05-1998,Taurus
frank onyeka,0,0,6.9,84,1035119,2023-10-21,0,onyeka,,
christian nørgaard,0,0,8.2,90,1035119,2023-10-21,1,nørgaard,10-03-1994,Pisces
mathias jensen,0,0,7.2,76,1035119,2023-10-21,1,jensen,,
bryan mbeumo,1,1,9.2,90,1035119,2023-10-21,1,mbeumo,07-08-1999,Leo
neal maupay,0,1,7.2,88,1035119,2023-10-21,1,maupay,,
yoane wissa,1,0,8.2,90,1035119,2023-10-21,1,wissa,03-09-1996,Virgo
mads roerslev,0,0,6.6,14,1035119,2023-10-21,0,roerslev,,
yehor yarmoliuk,0,0,6.3,14,1035119,2023-10-21,0,yarmoliuk,,
saman ghoddos,1,0,7.5,14,1035119,2023-10-21,1,ghoddos,,
michael olakigbe,0,0,6.3,10,1035119,2023-10-21,0,olakigbe,,
thomas strakosha,0,0,0.0,0,1035119,2023-10-21,0,strakosha,,
zanka,0,0,0.0,0,1035119,2023-10-21,0,zanka,,
ben mee,0,0,0.0,0,1035119,2023-10-21,0,mee,,
kim ji-soo,0,0,0.0,0,1035119,2023-10-21,0,ji-soo,,
ethan brierley,0,0,0.0,0,1035119,2023-10-21,0,brierley,,
james trafford,0,0,7.9,90,1035119,2023-10-21,1,trafford,,
connor roberts,0,0,6.0,78,1035119,2023-10-21,0,roberts,,
ameen al-dakhil,0,0,6.2,90,1035119,2023-10-21,0,al-dakhil,,
dara o'shea,0,0,7.2,90,1035119,2023-10-21,1,o'shea,,
charlie taylor,0,0,6.5,90,1035119,2023-10-21,0,taylor,,
josh cullen,0,0,6.9,90,1035119,2023-10-21,0,cullen,,
sander berge,0,0,6.2,66,1035119,2023-10-21,0,berge,,
mike trésor,0,0,6.3,66,1035119,2023-10-21,0,trésor,,
zeki amdouni,0,0,7.0,76,1035119,2023-10-21,1,amdouni,,
wilson odobert,0,0,6.2,45,1035119,2023-10-21,0,odobert,28-11-2004,Sagittarius
lyle foster,0,0,6.7,90,1035119,2023-10-21,0,foster,,
luca koleosho,0,0,6.6,45,1035119,2023-10-21,0,koleosho,,
josh brownhill,0,0,6.6,24,1035119,2023-10-21,0,brownhill,,
jacob bruun larsen,0,0,6.3,14,1035119,2023-10-21,0,larsen,,
nathan redmond,0,0,6.7,14,1035119,2023-10-21,0,redmond,,
hannes delcroix,0,0,6.5,10,1035119,2023-10-21,0,delcroix,,
arijanet murić,0,0,0.0,0,1035119,2023-10-21,0,murić,,
jack cork,0,0,0.0,0,1035119,2023-10-21,0,cork,,
anass zaroury,0,0,0.0,0,1035119,2023-10-21,0,zaroury,,
jay rodriguez,0,0,0.0,0,1035119,2023-10-21,0,rodriguez,,
matt turner,0,0,6.9,90,1035124,2023-10-21,0,turner,,
serge aurier,0,0,6.6,88,1035124,2023-10-21,0,aurier,,
willy boly,0,0,7.2,78,1035124,2023-10-21,1,boly,,
murillo,0,0,6.9,90,1035124,2023-10-21,0,murillo,04-07-2002,Cancer
harry toffolo,0,0,6.6,90,1035124,2023-10-21,0,toffolo,,
nicolás domínguez,0,0,7.3,78,1035124,2023-10-21,1,domínguez,28-06-1998,Cancer
orel mangala,0,0,6.6,90,1035124,2023-10-21,0,mangala,,
ibrahim sangaré,0,0,6.6,78,1035124,2023-10-21,0,sangaré,,
morgan gibbs-white,0,0,7.6,90,1035124,2023-10-21,1,gibbs-white,27-01-2000,Aquarius
chris wood,2,0,8.9,90,1035124,2023-10-21,1,wood,07-12-1991,Sagittarius
anthony elanga,0,2,8.5,88,1035124,2023-10-21,1,elanga,27-04-2002,Taurus
joe worrall,0,0,6.2,12,1035124,2023-10-21,0,worrall,,
ryan yates,0,0,6.6,12,1035124,2023-10-21,0,yates,21-11-1997,Scorpio
cheikhou kouyaté,0,0,6.3,12,1035124,2023-10-21,0,kouyaté,,
neco williams,0,0,6.5,11,1035124,2023-10-21,0,williams,13-04-2001,Aries
ola aina,0,0,6.2,11,1035124,2023-10-21,0,aina,08-10-1996,Libra
odysseas vlachodimos,0,0,0.0,0,1035124,2023-10-21,0,vlachodimos,,
moussa niakhaté,0,0,0.0,0,1035124,2023-10-21,0,niakhaté,,
andrey santos,0,0,0.0,0,1035124,2023-10-21,0,santos,,
brandon aguilera,0,0,0.0,0,1035124,2023-10-21,0,aguilera,,
thomas kaminski,0,0,7.7,90,1035124,2023-10-21,1,kaminski,,
reece burke,0,0,6.6,55,1035124,2023-10-21,0,burke,,
tom lockyer,0,1,7.2,90,1035124,2023-10-21,1,lockyer,,
teden mengi,0,0,6.7,90,1035124,2023-10-21,0,mengi,,
alfie doughty,0,0,6.6,90,1035124,2023-10-21,0,doughty,,
chiedozie ogbene,1,0,7.9,90,1035124,2023-10-21,1,ogbene,,
marvelous nakamba,0,0,6.7,90,1035124,2023-10-21,0,nakamba,,
pelly ruddock mpanzu,0,0,6.9,72,1035124,2023-10-21,0,mpanzu,,
tahith chong,0,0,6.3,72,1035124,2023-10-21,0,chong,,
jacob brown,0,0,6.7,72,1035124,2023-10-21,0,brown,,
carlton morris,0,0,6.7,81,1035124,2023-10-21,0,morris,,
issa kaboré,0,0,6.5,35,1035124,2023-10-21,0,kaboré,,
andros townsend,0,0,6.9,18,1035124,2023-10-21,0,townsend,,
ross barkley,0,0,6.2,18,1035124,2023-10-21,0,barkley,05-12-1993,Sagittarius
elijah adebayo,1,0,7.7,18,1035124,2023-10-21,1,adebayo,,
cauley woodrow,0,0,6.7,9,1035124,2023-10-21,0,woodrow,,
tim krul,0,0,0.0,0,1035124,2023-10-21,0,krul,,
ryan giles,0,0,0.0,0,1035124,2023-10-21,0,giles,,
gabriel osho,0,0,0.0,0,1035124,2023-10-21,0,osho,,
jayden luker,0,0,0.0,0,1035124,2023-10-21,0,luker,,
robert sánchez,0,0,5.3,90,1035120,2023-10-21,0,sánchez,18-11-1997,Scorpio
malo gusto,0,0,6.6,90,1035120,2023-10-21,0,gusto,19-05-2003,Taurus
thiago silva,0,0,6.9,90,1035120,2023-10-21,0,silva,10-08-1994,Leo
levi colwill,0,0,6.6,90,1035120,2023-10-21,0,colwill,,
marc cucurella,0,0,6.7,90,1035120,2023-10-21,0,cucurella,22-07-1998,Cancer
moisés caicedo,0,0,6.7,90,1035120,2023-10-21,0,caicedo,02-11-2001,Scorpio
enzo fernández,0,0,6.9,90,1035120,2023-10-21,0,fernández,17-01-2001,Capricorn
raheem sterling,0,0,6.7,84,1035120,2023-10-21,0,sterling,,
conor gallagher,0,1,7.3,90,1035120,2023-10-21,1,gallagher,06-02-2000,Aquarius
mykhaylo mudryk,1,0,7.3,66,1035120,2023-10-21,1,mudryk,,
cole palmer,1,0,7.2,84,1035120,2023-10-21,1,palmer,06-05-2002,Taurus
nicolas jackson,0,0,6.5,24,1035120,2023-10-21,0,jackson,20-06-2001,Gemini
reece james,0,0,6.5,14,1035120,2023-10-21,0,james,08-12-1999,Sagittarius
noni madueke,0,0,6.3,14,1035120,2023-10-21,0,madueke,10-03-2002,Pisces
đorđe petrović,0,0,0.0,0,1035120,2023-10-21,0,petrović,,
axel disasi,0,0,0.0,0,1035120,2023-10-21,0,disasi,,
benoît badiashile,0,0,0.0,0,1035120,2023-10-21,0,badiashile,26-03-2001,Aries
ian maatsen,0,0,0.0,0,1035120,2023-10-21,0,maatsen,10-03-2002,Pisces
lesley ugochukwu,0,0,0.0,0,1035120,2023-10-21,0,ugochukwu,,
deivid washington,0,0,0.0,0,1035120,2023-10-21,0,washington,,
david raya,0,0,6.9,90,1035120,2023-10-21,0,raya,15-09-1995,Virgo
benjamin white,0,0,6.9,90,1035120,2023-10-21,0,white,,
william saliba,0,0,6.5,90,1035120,2023-10-21,0,saliba,24-03-2001,Aries
gabriel magalhães,0,0,6.9,90,1035120,2023-10-21,0,magalhães,19-12-1997,Sagittarius
oleksandr zinchenko,0,0,6.3,45,1035120,2023-10-21,0,zinchenko,,
martin ødegaard,0,0,6.7,78,1035120,2023-10-21,0,ødegaard,,
jorginho,0,0,7.3,68,1035120,2023-10-21,1,jorginho,,
declan rice,1,0,7.5,90,1035120,2023-10-21,1,rice,14-01-1999,Capricorn
bukayo saka,0,1,7.6,90,1035120,2023-10-21,1,saka,,
gabriel jesus,0,0,6.6,68,1035120,2023-10-21,0,jesus,03-04-1997,Aries
gabriel martinelli,0,0,6.9,78,1035120,2023-10-21,0,martinelli,18-06-2001,Gemini
takehiro tomiyasu,0,0,6.9,45,1035120,2023-10-21,0,tomiyasu,,
emile smith rowe,0,0,6.7,22,1035120,2023-10-21,0,rowe,,
edward nketiah,0,0,6.6,22,1035120,2023-10-21,0,nketiah,,
kai havertz,0,0,6.7,12,1035120,2023-10-21,0,havertz,11-06-1999,Gemini
leandro trossard,1,0,7.2,12,1035120,2023-10-21,1,trossard,04-12-1994,Sagittarius
karl hein,0,0,0.0,0,1035120,2023-10-21,0,hein,,
jakub kiwior,0,0,0.0,0,1035120,2023-10-21,0,kiwior,,
thomas partey,0,0,0.0,0,1035120,2023-10-21,0,partey,13-06-1993,Gemini
reiss nelson,0,0,0.0,0,1035120,2023-10-21,0,nelson,,
wesley foderingham,0,0,6.3,90,1035125,2023-10-21,0,foderingham,,
jayden bogle,0,0,6.5,90,1035125,2023-10-21,0,bogle,,
auston trusty,0,0,6.6,90,1035125,2023-10-21,0,trusty,,
jack robinson,0,0,6.6,90,1035125,2023-10-21,0,robinson,,
luke thomas,0,0,6.2,90,1035125,2023-10-21,0,thomas,,
james mcatee,0,0,7.3,78,1035125,2023-10-21,1,mcatee,,
oliver norwood,0,0,7.0,90,1035125,2023-10-21,1,norwood,,
vinícius souza,0,0,6.6,90,1035125,2023-10-21,0,souza,,
gustavo hamer,0,0,6.7,84,1035125,2023-10-21,0,hamer,,
oliver mcburnie,1,0,7.3,52,1035125,2023-10-21,1,mcburnie,,
cameron archer,0,0,7.2,90,1035125,2023-10-21,1,archer,,
rhian brewster,0,0,6.7,38,1035125,2023-10-21,0,brewster,,
ben osborn,0,0,6.3,12,1035125,2023-10-21,0,osborn,,
benie traore,0,0,6.7,12,1035125,2023-10-21,0,traore,,
jordan amissah,0,0,0.0,0,1035125,2023-10-21,0,amissah,,
femi seriki,0,0,0.0,0,1035125,2023-10-21,0,seriki,,
anis ben slimane,0,0,0.0,0,1035125,2023-10-21,0,slimane,,
jili buyabu,0,0,0.0,0,1035125,2023-10-21,0,buyabu,,
john fleck,0,0,0.0,0,1035125,2023-10-21,0,fleck,,
ryan one,0,0,0.0,0,1035125,2023-10-21,0,one,,
andré onana,0,0,7.6,90,1035125,2023-10-21,1,onana,20-08-2001,Leo
diogo dalot,1,0,7.5,90,1035125,2023-10-21,1,dalot,18-03-1999,Pisces
harry maguire,0,0,7.3,90,1035125,2023-10-21,1,maguire,05-03-1999,Pisces
jonny evans,0,0,6.3,84,1035125,2023-10-21,0,evans,,
victor lindelöf,0,1,6.9,90,1035125,2023-10-21,1,lindelöf,,
sofyan amrabat,0,0,7.3,90,1035125,2023-10-21,1,amrabat,,
scott mctominay,1,0,6.9,63,1035125,2023-10-21,1,mctominay,,
antony,0,0,7.3,64,1035125,2023-10-21,1,antony,,
bruno fernandes,0,1,8.2,90,1035125,2023-10-21,1,fernandes,08-09-1994,Virgo
marcus rashford,0,0,6.5,88,1035125,2023-10-21,0,rashford,,
rasmus højlund,0,0,6.0,63,1035125,2023-10-21,0,højlund,04-02-2003,Aquarius
christian eriksen,0,0,6.6,27,1035125,2023-10-21,0,eriksen,,
anthony martial,0,0,6.5,27,1035125,2023-10-21,0,martial,,
alejandro garnacho,0,0,7.2,26,1035125,2023-10-21,1,garnacho,01-07-2004,Cancer
raphaël varane,0,0,6.3,12,1035125,2023-10-21,0,varane,,
mason mount,0,0,6.5,8,1035125,2023-10-21,0,mount,,
altay bayındır,0,0,0.0,0,1035125,2023-10-21,0,bayındır,,
donny van de beek,0,0,0.0,0,1035125,2023-10-21,0,beek,,
hannibal mejbri,0,0,0.0,0,1035125,2023-10-21,0,mejbri,,
facundo pellistri,0,0,0.0,0,1035125,2023-10-21,0,pellistri,,
emiliano martínez,0,0,7.2,90,1035118,2023-10-22,1,martínez,02-09-1992,Virgo
matty cash,0,0,7.5,90,1035118,2023-10-22,1,cash,07-08-1997,Leo
ezri konsa,0,0,7.9,90,1035118,2023-10-22,1,konsa,23-10-1997,Scorpio
pau torres,0,0,6.5,90,1035118,2023-10-22,0,torres,16-01-1997,Capricorn
lucas digne,0,0,6.9,90,1035118,2023-10-22,0,digne,20-07-1993,Cancer
john mcginn,0,1,7.5,90,1035118,2023-10-22,1,mcginn,18-10-1994,Libra
boubacar kamara,0,0,7.3,90,1035118,2023-10-22,1,kamara,23-11-1999,Sagittarius
douglas luiz,2,0,9.2,90,1035118,2023-10-22,1,luiz,,
nicolò zaniolo,0,0,7.0,76,1035118,2023-10-22,1,zaniolo,,
moussa diaby,0,0,7.2,85,1035118,2023-10-22,1,diaby,,
ollie watkins,1,1,8.0,90,1035118,2023-10-22,1,watkins,30-12-1995,Capricorn
leon bailey,1,0,7.6,14,1035118,2023-10-22,1,bailey,09-08-1997,Leo
youri tielemans,0,1,7.2,13,1035118,2023-10-22,1,tielemans,07-05-1997,Taurus
robin olsen,0,0,0.0,0,1035118,2023-10-22,0,olsen,,
diego carlos,0,0,0.0,0,1035118,2023-10-22,0,carlos,,
clément lenglet,0,0,0.0,0,1035118,2023-10-22,0,lenglet,,
calum chambers,0,0,0.0,0,1035118,2023-10-22,0,chambers,,
leander dendoncker,0,0,0.0,0,1035118,2023-10-22,0,dendoncker,,
bertrand traoré,0,0,0.0,0,1035118,2023-10-22,0,traoré,,
omari kellyman,0,0,0.0,0,1035118,2023-10-22,0,kellyman,,
alphonse aréola,0,0,6.7,90,1035118,2023-10-22,0,aréola,,
vladimír coufal,0,0,5.9,90,1035118,2023-10-22,0,coufal,,
kurt zouma,0,0,6.5,90,1035118,2023-10-22,0,zouma,,
nayef aguerd,0,0,6.2,90,1035118,2023-10-22,0,aguerd,,
emerson palmieri,0,0,6.3,90,1035118,2023-10-22,0,palmieri,,
james ward-prowse,0,0,7.2,90,1035118,2023-10-22,1,ward-prowse,,
edson álvarez,0,1,6.2,90,1035118,2023-10-22,1,álvarez,,
jarrod bowen,1,0,7.6,90,1035118,2023-10-22,1,bowen,,
tomáš souček,0,0,6.5,67,1035118,2023-10-22,0,souček,,
lucas paquetá,0,0,6.9,86,1035118,2023-10-22,0,paquetá,,
michail antonio,0,0,6.6,89,1035118,2023-10-22,0,antonio,,
mohammed kudus,0,0,6.2,23,1035118,2023-10-22,0,kudus,,
danny ings,0,0,6.5,12,1035118,2023-10-22,0,ings,,
pablo fornals,0,0,6.6,8,1035118,2023-10-22,0,fornals,,
łukasz fabiański,0,0,0.0,0,1035118,2023-10-22,0,fabiański,,
angelo ogbonna,0,0,0.0,0,1035118,2023-10-22,0,ogbonna,,
konstantinos mavropanos,0,0,0.0,0,1035118,2023-10-22,0,mavropanos,,
thilo kehrer,0,0,0.0,0,1035118,2023-10-22,0,kehrer,,
divin mubama,0,0,0.0,0,1035118,2023-10-22,0,mubama,,
saïd benrahma,0,0,0.0,0,1035118,2023-10-22,0,benrahma,,
guglielmo vicario,0,0,7.3,90,1035126,2023-10-23,1,vicario,07-10-1996,Libra
pedro porro,0,0,7.3,90,1035126,2023-10-23,1,porro,,
cristian romero,0,0,7.7,90,1035126,2023-10-23,1,romero,27-04-1998,Taurus
micky van de ven,0,0,7.0,90,1035126,2023-10-23,1,ven,,
destiny udogie,0,0,6.7,56,1035126,2023-10-23,0,udogie,28-11-2002,Sagittarius
pape matar sarr,0,0,6.7,62,1035126,2023-10-23,0,sarr,14-09-2002,Virgo
pierre-emile højbjerg,0,0,7.2,90,1035126,2023-10-23,1,højbjerg,,
dejan kulusevski,0,0,6.3,90,1035126,2023-10-23,0,kulusevski,,
james maddison,1,0,8.3,82,1035126,2023-10-23,1,maddison,,
richarlison,0,1,7.3,81,1035126,2023-10-23,1,richarlison,,
heung-min son,1,1,8.9,82,1035126,2023-10-23,1,son,,
emerson royal,0,0,6.9,34,1035126,2023-10-23,0,royal,,
oliver skipp,0,0,6.9,28,1035126,2023-10-23,0,skipp,,
brennan johnson,0,0,6.7,9,1035126,2023-10-23,0,johnson,,
giovani lo celso,0,0,6.6,8,1035126,2023-10-23,0,celso,,
alejo veliz,0,0,6.5,8,1035126,2023-10-23,0,veliz,,
fraser forster,0,0,0.0,0,1035126,2023-10-23,0,forster,,
eric dier,0,0,0.0,0,1035126,2023-10-23,0,dier,,
ashley phillips,0,0,0.0,0,1035126,2023-10-23,0,phillips,,
bryan gil,0,0,0.0,0,1035126,2023-10-23,0,gil,,
bernd leno,0,0,6.5,90,1035126,2023-10-23,0,leno,,
timothy castagne,0,0,7.0,90,1035126,2023-10-23,1,castagne,,
calvin bassey,0,0,6.0,90,1035126,2023-10-23,0,bassey,,
tim ream,0,0,7.2,90,1035126,2023-10-23,1,ream,,
antonee robinson,0,0,7.2,90,1035126,2023-10-23,1,robinson,,
saša lukić,0,0,6.2,72,1035126,2023-10-23,0,lukić,,
joão palhinha,0,0,7.3,82,1035126,2023-10-23,1,palhinha,09-07-1995,Cancer
bobby decordova-reid,0,0,6.3,62,1035126,2023-10-23,0,decordova-reid,,
andreas pereira,0,0,6.6,45,1035126,2023-10-23,0,pereira,,
willian,0,0,6.6,90,1035126,2023-10-23,0,willian,,
carlos vinícius,0,0,6.7,45,1035126,2023-10-23,0,vinícius,,
alex iwobi,0,0,6.9,45,1035126,2023-10-23,0,iwobi,,
raúl jiménez,0,0,6.5,45,1035126,2023-10-23,0,jiménez,,
harry wilson,0,0,7.2,28,1035126,2023-10-23,1,wilson,,
harrison reed,0,0,6.3,18,1035126,2023-10-23,0,reed,,
tom cairney,0,0,7.2,8,1035126,2023-10-23,1,cairney,,
marek rodák,0,0,0.0,0,1035126,2023-10-23,0,rodák,,
fodé ballo-touré,0,0,0.0,0,1035126,2023-10-23,0,ballo-touré,,
luc de fougerolles,0,0,0.0,0,1035126,2023-10-23,0,fougerolles,,
rodrigo muniz,0,0,0.0,0,1035126,2023-10-23,0,muniz,,
sam johnstone,0,0,6.2,90,1035132,2023-10-27,0,johnstone,,
joel ward,0,0,6.3,90,1035132,2023-10-27,0,ward,,
joachim andersen,0,1,7.2,90,1035132,2023-10-27,1,andersen,,
marc guéhi,0,0,6.9,90,1035132,2023-10-27,0,guéhi,13-07-2000,Cancer
tyrick mitchell,0,0,6.3,70,1035132,2023-10-27,0,mitchell,,
cheick doucouré,0,0,7.2,90,1035132,2023-10-27,1,doucouré,,
jefferson lerma,0,0,6.2,79,1035132,2023-10-27,0,lerma,,
jordan ayew,1,0,7.0,90,1035132,2023-10-27,1,ayew,,
will hughes,0,0,6.9,70,1035132,2023-10-27,0,hughes,,
jeffrey schlupp,0,0,6.2,60,1035132,2023-10-27,0,schlupp,,
odsonne édouard,0,0,6.9,79,1035132,2023-10-27,0,édouard,,
jesurun rak-sakyi,0,0,6.5,30,1035132,2023-10-27,0,rak-sakyi,,
nathaniel clyne,0,0,6.7,20,1035132,2023-10-27,0,clyne,,
naouirou ahamada,0,0,6.3,20,1035132,2023-10-27,0,ahamada,,
jean-philippe mateta,0,0,6.6,11,1035132,2023-10-27,0,mateta,,
matheus frança,0,0,6.9,11,1035132,2023-10-27,0,frança,,
remi matthews,0,0,0.0,0,1035132,2023-10-27,0,matthews,,
chris richards,0,0,0.0,0,1035132,2023-10-27,0,richards,,
rob holding,0,0,0.0,0,1035132,2023-10-27,0,holding,,
jaïro riedewald,0,0,0.0,0,1035132,2023-10-27,0,riedewald,,
guglielmo vicario,0,0,7.0,90,1035132,2023-10-27,1,vicario,07-10-1996,Libra
pedro porro,0,0,6.9,90,1035132,2023-10-27,0,porro,,
cristian romero,0,0,7.3,90,1035132,2023-10-27,1,romero,27-04-1998,Taurus
micky van de ven,0,0,7.2,90,1035132,2023-10-27,1,ven,,
ben davies,0,0,6.9,45,1035132,2023-10-27,0,davies,,
pape matar sarr,0,0,7.2,90,1035132,2023-10-27,1,sarr,14-09-2002,Virgo
yves bissouma,0,0,7.3,64,1035132,2023-10-27,1,bissouma,30-08-1996,Virgo
dejan kulusevski,0,0,6.9,89,1035132,2023-10-27,0,kulusevski,,
james maddison,0,0,7.3,89,1035132,2023-10-27,1,maddison,,
richarlison,0,0,6.6,64,1035132,2023-10-27,0,richarlison,,
heung-min son,1,0,7.2,90,1035132,2023-10-27,1,son,,
emerson royal,0,0,7.3,45,1035132,2023-10-27,1,royal,,
pierre-emile højbjerg,0,0,6.7,26,1035132,2023-10-27,0,højbjerg,,
brennan johnson,0,1,7.2,26,1035132,2023-10-27,1,johnson,,
bryan gil,0,0,6.3,14,1035132,2023-10-27,0,gil,,
rodrigo bentancur,0,0,6.2,13,1035132,2023-10-27,0,bentancur,,
fraser forster,0,0,0.0,0,1035132,2023-10-27,0,forster,,
eric dier,0,0,0.0,0,1035132,2023-10-27,0,dier,,
giovani lo celso,0,0,0.0,0,1035132,2023-10-27,0,celso,,
oliver skipp,0,0,0.0,0,1035132,2023-10-27,0,skipp,,
robert sánchez,0,0,6.7,90,1035131,2023-10-28,0,sánchez,18-11-1997,Scorpio
axel disasi,0,0,6.6,67,1035131,2023-10-28,0,disasi,,
thiago silva,0,0,7.2,90,1035131,2023-10-28,1,silva,10-08-1994,Leo
levi colwill,0,0,7.2,90,1035131,2023-10-28,1,colwill,,
marc cucurella,0,0,7.6,81,1035131,2023-10-28,1,cucurella,22-07-1998,Cancer
conor gallagher,0,0,7.5,90,1035131,2023-10-28,1,gallagher,06-02-2000,Aquarius
moisés caicedo,0,0,7.5,81,1035131,2023-10-28,1,caicedo,02-11-2001,Scorpio
noni madueke,0,0,6.9,67,1035131,2023-10-28,0,madueke,10-03-2002,Pisces
cole palmer,0,0,7.9,90,1035131,2023-10-28,1,palmer,06-05-2002,Taurus
raheem sterling,0,0,7.3,90,1035131,2023-10-28,1,sterling,,
nicolas jackson,0,0,6.9,90,1035131,2023-10-28,0,jackson,20-06-2001,Gemini
ian maatsen,0,0,6.6,23,1035131,2023-10-28,0,maatsen,10-03-2002,Pisces
